img_id,label
692,Black
693,Black
694,Black
695,Black
696,Black
697,Black
698,Black
699,Black
701,Asian
702,Asian
703,Asian
704,Black
705,Black
706,White
709,Black
710,Indian
711,Black
712,Black
713,Black
714,Black
715,Asian
717,Black
718,Black
719,White
720,Black
721,Asian
722,Hispanic
723,Asian
724,Hispanic
725,Black
726,Asian
727,Asian
728,Asian
729,Black
730,Black
731,Black
732,Black
735,Indian
736,Black
737,Black
738,Black
739,Indian
740,Black
741,Asian
742,Asian
743,Black
744,Asian
745,Black
746,Black
747,Black
749,Black
750,Indian
751,Black
752,Black
753,Asian
754,Black
756,Black
757,Black
758,Asian
759,Black
760,Black
761,Black
763,Black
764,Black
766,Black
767,Black
768,Black
769,Black
770,Black
771,Black
772,Black
773,Black
774,Black
775,Black
777,Asian
778,Black
779,Black
780,Black
781,Asian
782,Black
783,Black
785,Black
786,Asian
787,Black
788,Black
789,Black
790,Black
791,Black
792,Black
793,Black
794,Black
795,Black
796,White
797,Asian
798,Black
799,Black
800,Black
801,Asian
802,Black
803,Black
804,Asian
805,Black
806,Black
807,Black
808,Black
809,Black
810,Asian
811,Indian
812,White
813,Black
814,Black
815,Black
816,Black
817,Black
818,Black
819,Black
820,Black
821,Black
822,Black
823,Black
824,Black
825,Black
826,Black
827,Black
828,Black
829,Black
830,Black
832,Black
834,Black
835,Black
836,Black
837,Black
838,Black
839,Black
840,Black
841,Asian
842,Black
843,Black
844,Black
845,Black
846,Black
847,Black
848,Black
850,Black
851,Black
852,Black
853,Black
854,Black
855,Hispanic
856,Black
857,Asian
858,Asian
859,White
860,Black
861,Hispanic
862,Black
863,Asian
864,Black
865,Black
866,Hispanic
867,Black
868,Black
869,Black
870,Black
872,Black
873,Black
874,White
875,Black
876,Black
877,Black
878,Black
879,Black
881,Black
882,Black
883,Black
884,Black
885,Black
886,White
887,Asian
888,Black
889,Black
890,Black
891,Black
892,Black
893,Black
894,White
895,Black
896,Black
897,Black
898,Asian
899,Black
901,Black
902,Asian
903,Black
904,Black
905,Black
906,Black
907,Black
908,Black
909,Black
910,Black
911,Asian
912,Black
913,White
914,Black
915,Asian
916,Black
917,Hispanic
918,Black
919,Black
920,Black
921,Black
922,Asian
923,Asian
924,Black
925,Asian
927,Asian
928,White
929,Black
930,Black
931,Black
932,Black
933,Black
934,Black
935,Black
936,Black
938,Black
939,Black
940,Black
941,Asian
943,Black
945,Black
946,Black
947,Black
948,Black
949,Black
950,Black
951,Black
952,Black
953,Black
954,Black
955,Black
956,Asian
957,Black
958,Black
959,Black
960,Black
961,Black
962,Black
963,Black
964,Black
965,Black
966,Black
967,Black
968,Black
970,Black
971,Black
973,Black
974,Black
975,Black
976,Black
977,Asian
978,Asian
979,Black
980,Black
981,Black
982,Black
983,Black
984,Black
985,Black
986,Black
988,Black
989,Black
990,Black
991,Hispanic
992,Black
993,Black
994,Black
995,Black
996,Black
997,Black
998,Black
999,Black
1000,Black
1001,Black
1002,Black
1003,Black
1005,Black
1006,Black
1007,Black
1008,Black
1009,Black
1010,Black
1011,Black
1012,Black
1015,Black
1016,Asian
1017,Black
1018,Black
1019,Black
1020,Black
1021,Black
1023,Black
1024,Black
1025,Black
1026,Black
1027,Asian
1028,Black
1029,Black
1030,Black
1031,Black
1032,Black
1033,Black
1034,Black
1035,Black
1036,Black
1037,Black
1038,Black
1039,Hispanic
1040,Black
1041,Black
1042,Black
1043,Black
1044,Black
1045,Hispanic
1046,Black
1047,Black
1048,Black
1049,Black
1050,Black
1051,Black
1052,Black
1053,Black
1054,Black
1055,Black
1058,Black
1059,Black
1060,Black
1061,Black
1062,Black
1063,Black
1064,Black
1065,Black
1066,Black
1067,Asian
1068,Black
1069,Black
1070,Black
1071,Asian
1072,Black
1073,White
1074,White
1075,White
1076,White
1077,White
1078,White
1079,White
1080,White
1081,Asian
1082,Black
1083,Black
1084,Black
1085,Black
1086,Black
1087,Black
1088,Black
1089,Black
1090,Asian
1092,Black
1093,Black
1094,Black
1095,Black
1096,Black
1097,Black
1098,Black
1099,Black
1100,Black
1101,Black
1102,Black
1103,Black
1104,Black
1105,Black
1107,Black
1108,Black
1109,Black
1110,Indian
1111,Black
1112,Black
1113,Black
1114,Black
1115,Black
1116,Black
1117,Black
1118,Black
1120,Black
1121,Black
1122,Black
1124,Hispanic
1125,Asian
1126,Asian
1127,Black
1128,White
1129,Asian
1130,Black
1131,Black
1132,Black
1133,Black
1134,Black
1135,Black
1136,Black
1137,Black
1138,Black
1139,Black
1140,Black
1141,Black
1142,Black
1143,Black
1144,Black
1145,Black
1146,Black
1147,Black
1148,Black
1149,Black
1150,Black
1151,Black
1152,Black
1154,Black
1155,Black
1156,Black
1157,Black
1158,Black
1159,Black
1160,Black
1161,Black
1162,Black
1163,Black
1164,Black
1165,Black
1166,White
1167,Black
1168,Black
1169,Black
1170,Black
1171,Black
1172,Black
1173,Black
1174,Black
1176,Black
1177,Black
1178,Black
1179,Black
1180,Black
1181,Black
1182,Black
1184,Black
1185,Black
1186,Asian
1187,Asian
1188,Black
1189,Black
1190,Black
1191,Black
1192,Black
1193,Black
1194,Black
1195,Black
1197,Black
1198,Asian
1199,Black
1200,Black
1201,Asian
1202,Black
1203,White
1204,Indian
1205,Black
1206,Black
1207,Black
1208,Black
1209,Asian
1210,Black
1211,Black
1212,Asian
1213,Asian
1214,Black
1215,Black
1216,Black
1217,Black
1218,Black
1219,Black
1220,Black
1221,Black
1222,Asian
1223,Asian
1224,Asian
1225,Black
1226,Black
1227,Black
1228,Black
1230,Black
1231,Black
1232,Asian
1233,Black
1234,Asian
1235,Black
1236,Black
1237,Asian
1240,White
1241,Black
1242,Asian
1243,Indian
1244,Asian
1245,Hispanic
1246,Black
1247,Black
1249,Black
1250,Black
1251,White
1252,White
1253,Black
1254,Asian
1255,Black
1257,Black
1258,Asian
1259,Black
1260,Black
1262,Black
1263,Black
1264,Asian
1265,Black
1266,Hispanic
1267,Asian
1269,Hispanic
1270,Black
1271,Black
1272,Black
1273,Black
1274,Black
1275,Hispanic
1276,Asian
1277,Asian
1279,Asian
1280,Black
1281,Black
1282,Black
1283,Asian
1284,Asian
1285,Black
1286,White
1287,Asian
1288,Asian
1289,White
1290,Asian
1291,Black
1293,Asian
1295,Hispanic
1296,Black
1297,Black
1298,Hispanic
1299,Black
1300,White
1301,Asian
1302,Asian
1303,Indian
1304,Asian
1305,Black
1306,White
1307,White
1308,Asian
1309,Hispanic
1310,Black
1311,Asian
1312,Asian
1313,Hispanic
1314,Black
1315,Black
1316,Hispanic
1317,Hispanic
1318,Black
1319,Black
1320,Black
1321,Black
1322,Black
1323,Asian
1324,Asian
1325,Asian
1326,Hispanic
1327,Black
1328,Black
1329,Asian
1330,Asian
1331,Black
1332,Black
1333,Asian
1334,Indian
1335,Black
1336,Black
1337,Asian
1338,Asian
1339,Asian
1340,Black
1341,Asian
1342,Black
1343,White
1344,Asian
1345,Asian
1346,Hispanic
1347,Asian
1348,Asian
1349,Hispanic
1350,Asian
1351,Hispanic
1352,Black
1353,Hispanic
1354,Asian
1355,Asian
1356,Asian
1357,Hispanic
1358,Black
1359,Black
1360,Asian
1361,Black
1362,Hispanic
1363,Black
1364,Asian
1365,Asian
1366,Asian
1367,Black
1368,Black
1369,Asian
1370,Black
1371,Black
1372,Asian
1373,Hispanic
1374,Asian
1375,Asian
1376,Asian
1377,Indian
1378,Black
1379,Asian
1380,Black
1381,Black
1382,Indian
1383,Asian
1384,White
1385,Asian
1386,Asian
1387,Black
1388,White
1389,Asian
1390,Asian
1391,Asian
1392,Black
1393,White
1394,Black
1395,White
1396,Hispanic
1397,Black
1399,Asian
1401,Indian
1402,Asian
1403,Asian
1404,Asian
1405,White
1406,Black
1407,Hispanic
1408,Hispanic
1409,Asian
1410,Black
1412,Black
1413,Asian
1414,Asian
1416,Asian
1417,Hispanic
1419,Black
1420,Black
1421,Asian
1422,White
1423,Black
1424,Hispanic
1425,Black
1426,Black
1427,Asian
1428,Black
1429,Asian
1430,Black
1431,Asian
1432,Black
1433,Black
1434,Black
1435,Black
1436,Black
1437,Asian
1438,Black
1439,Black
1440,Asian
1441,Asian
1442,White
1443,Asian
1444,Asian
1445,Asian
1446,Asian
1447,Asian
1449,Indian
1450,Asian
1451,Black
1452,Asian
1453,Black
1454,Asian
1455,Hispanic
1456,Hispanic
1457,Black
1458,Black
1459,Asian
1460,Black
1461,Black
1462,Asian
1463,Black
1464,Black
1466,Hispanic
1467,Black
1468,Asian
1469,Black
1470,Indian
1472,Black
1473,Black
1474,Asian
1475,Black
1476,Asian
1477,Asian
1478,Hispanic
1479,Black
1480,Asian
1481,Hispanic
1482,Black
1483,Indian
1484,Asian
1485,White
1486,Hispanic
1488,Asian
1489,Black
1490,Black
1491,Asian
1492,Black
1493,Asian
1494,White
1495,Asian
1496,Black
1498,Black
1499,Black
1500,Black
1501,Asian
1502,Asian
1503,Hispanic
1504,Indian
1505,Asian
1506,Asian
1507,Black
1508,Asian
1509,Black
1510,Black
1511,Asian
1513,Black
1514,Asian
1515,Black
1516,Indian
1517,Black
1518,Asian
1519,Black
1520,Asian
1521,Indian
1522,Black
1523,Black
1524,Asian
1525,Black
1526,Black
1527,Black
1528,Asian
1529,Hispanic
1530,White
1531,Hispanic
1532,Asian
1534,White
1535,White
1536,Black
1537,Asian
1538,Black
1539,Black
1540,Asian
1541,Black
1542,Indian
1543,Black
1544,Black
1545,Asian
1547,Asian
1548,Hispanic
1549,Hispanic
1550,Black
1551,Black
1552,Asian
1553,Black
1554,Asian
1555,Asian
1556,Hispanic
1557,Black
1558,Asian
1559,Indian
1560,Black
1561,Black
1562,Hispanic
1563,Hispanic
1564,Hispanic
1565,Black
1566,Asian
1567,Asian
1568,White
1569,Black
1570,Black
1571,Asian
1573,Hispanic
1574,Black
1575,Black
1576,Black
1577,Black
1578,Black
1579,Black
1580,Asian
1582,Hispanic
1583,Asian
1584,Black
1585,Black
1586,Asian
1587,Asian
1588,Asian
1589,Black
1590,Black
1591,Hispanic
1592,Asian
1593,Black
1594,Black
1595,Black
1596,Indian
1598,Black
1599,Black
1600,White
1601,Black
1602,Asian
1603,Black
1604,Black
1605,Indian
1606,Indian
1607,Asian
1608,Black
1609,Asian
1610,Black
1611,White
1613,Black
1614,Asian
1615,Black
1616,Black
1618,Black
1619,Indian
1620,Asian
1621,Black
1622,Asian
1623,Asian
1624,Black
1626,Hispanic
1627,Black
1629,Black
1630,Black
1631,Asian
1632,Black
1633,Indian
1634,Hispanic
1635,Hispanic
1636,Hispanic
1637,Black
1638,Black
1639,Black
1640,Asian
1641,Hispanic
1642,Asian
1643,Black
1644,Asian
1647,Hispanic
1648,Black
1649,Asian
1650,Indian
1651,Black
1652,Hispanic
1653,Asian
1654,Hispanic
1655,Black
1656,Black
1657,Asian
1658,Asian
1659,Hispanic
1660,Black
1661,Black
1662,Asian
1663,Asian
1664,Indian
1665,Hispanic
1666,Black
1667,Asian
1668,Black
1669,Black
1670,White
1671,Hispanic
1672,Hispanic
1673,Black
1674,Black
1675,Black
1676,Indian
1677,Hispanic
1678,Indian
1679,Black
1680,White
1682,Asian
1684,Black
1685,Asian
1686,Asian
1687,Asian
1688,Hispanic
1689,Black
1690,Asian
1691,White
1692,Asian
1693,Hispanic
1694,Asian
1695,Indian
1696,Asian
1697,Indian
1698,Asian
1699,Hispanic
1700,Asian
1701,Black
1702,Hispanic
1703,Asian
1704,Asian
1705,Asian
1706,Asian
1707,Asian
1708,Asian
1709,Hispanic
1710,Black
1711,Hispanic
1712,Black
1713,Hispanic
1714,Asian
1715,Asian
1717,Hispanic
1718,White
1719,Black
1720,Indian
1721,Hispanic
1722,Black
1723,Asian
1724,White
1725,Asian
1726,White
1727,Hispanic
1728,Asian
1729,Indian
1730,Indian
1731,Black
1732,Black
1733,Asian
1734,White
1735,Hispanic
1736,Black
1737,Hispanic
1738,Hispanic
1739,Hispanic
1740,Black
1741,Black
1742,Indian
1743,Asian
1744,Hispanic
1745,White
1746,Black
1747,Black
1748,Asian
1749,Black
1750,Asian
1751,Hispanic
1752,Hispanic
1753,Hispanic
1754,Hispanic
1755,Asian
1756,Black
1757,Asian
1758,Hispanic
1759,Asian
1760,Black
1761,Black
1762,White
1763,White
1764,Asian
1765,Asian
1766,Black
1767,White
1768,Asian
1769,White
1770,Asian
1771,Hispanic
1772,Black
1773,Hispanic
1774,Black
1775,Asian
1777,White
1778,Black
1779,Black
1780,Asian
1781,Asian
1782,Hispanic
1783,Asian
1784,Hispanic
1785,Indian
1786,Asian
1787,Asian
1788,Asian
1789,Asian
1790,Asian
1791,Asian
1793,Asian
1795,Asian
1797,Asian
1799,Black
1800,Asian
1801,Black
1802,Asian
1803,Black
1804,White
1806,Indian
1807,Hispanic
1808,Asian
1809,Asian
1810,Black
1811,Asian
1812,Hispanic
1814,Indian
1815,Hispanic
1816,Black
1817,Asian
1818,White
1819,Black
1820,Hispanic
1822,Asian
1823,Hispanic
1824,Black
1825,Hispanic
1827,Indian
1828,Asian
1829,Asian
1830,Hispanic
1831,White
1832,Hispanic
1833,Hispanic
1834,White
1835,Black
1836,Black
1837,White
1838,Black
1839,Black
1840,Indian
1841,Asian
1842,Asian
1843,Hispanic
1845,Hispanic
1846,Black
1847,Asian
1848,Asian
1849,Hispanic
1850,Black
1851,Indian
1852,Indian
1853,Asian
1854,Asian
1855,Black
1856,Black
1857,Asian
1858,Black
1859,Hispanic
1860,Black
1861,Asian
1864,Black
1865,Black
1866,Asian
1867,Hispanic
1868,White
1869,Asian
1870,Asian
1871,Asian
1872,Black
1873,Hispanic
1874,White
1875,Asian
1876,Hispanic
1877,Asian
1878,Asian
1879,Black
1880,Indian
1881,Black
1882,Hispanic
1883,Asian
1884,Black
1885,Asian
1886,Indian
1887,Indian
1889,Indian
1890,Asian
1891,Black
1892,Black
1893,Asian
1894,Black
1895,Asian
1898,Hispanic
1899,Asian
1900,Indian
1901,Indian
1902,Indian
1903,Black
1904,Indian
1905,Black
1906,Black
1907,Asian
1908,Asian
1909,Hispanic
1910,Asian
1911,Asian
1912,Indian
1913,Asian
1914,Indian
1915,Asian
1916,Hispanic
1917,Black
1918,Black
1919,Asian
1920,Hispanic
1922,Black
1923,Hispanic
1924,Asian
1925,Indian
1926,Asian
1927,Black
1928,Black
1929,Hispanic
1930,White
1931,Hispanic
1933,Asian
1934,Asian
1935,Hispanic
1936,Asian
1937,Hispanic
1940,Asian
1941,White
1942,Hispanic
1943,Black
1944,Asian
1945,Asian
1946,Black
1947,Hispanic
1948,Indian
1949,Hispanic
1950,Asian
1951,Asian
1952,Black
1953,Black
1954,Black
1955,Hispanic
1956,Asian
1957,Asian
1958,Black
1959,Hispanic
1960,Hispanic
1961,Indian
1962,Black
1963,Black
1964,Asian
1965,Asian
1966,Black
1967,Asian
1968,Hispanic
1969,Asian
1970,Black
1971,Hispanic
1972,Indian
1974,Asian
1975,Asian
1976,Asian
1977,Hispanic
1978,Black
1979,Black
1980,Asian
1982,Hispanic
1983,Asian
1986,Black
1987,Asian
1988,Hispanic
1989,Asian
1990,Black
1991,Asian
1992,Indian
1994,Black
1995,Hispanic
1996,Asian
1997,Asian
1998,Indian
1999,Asian
2000,White
2001,Asian
2002,Hispanic
2003,Asian
2005,Asian
2006,Asian
2007,Asian
2008,Black
2009,Hispanic
2010,Indian
2012,Black
2013,White
2014,Black
2015,Hispanic
2017,Asian
2018,White
2019,Black
2020,Black
2021,Asian
2022,Asian
2023,Black
2024,Indian
2025,White
2026,Black
2027,White
2028,White
2029,Black
2030,Black
2031,Indian
2032,Black
2033,Asian
2035,Hispanic
2036,Asian
2037,White
2038,Hispanic
2039,Hispanic
2040,Hispanic
2041,Hispanic
2042,Asian
2043,Asian
2044,Black
2045,Black
2046,Asian
2047,Black
2048,Black
2050,Asian
2051,Asian
2053,Asian
2054,Asian
2055,Asian
2056,Asian
2057,Hispanic
2058,Indian
2059,Asian
2060,Hispanic
2061,Asian
2062,Asian
2063,Asian
2064,Black
2066,Asian
2067,Asian
2069,Asian
2070,Black
2071,Black
2073,Hispanic
2074,Black
2075,Asian
2076,Asian
2077,Black
2078,Hispanic
2079,Black
2080,Hispanic
2081,Asian
2082,Black
2084,Hispanic
2085,Asian
2086,Asian
2087,Asian
2088,Black
2089,Asian
2090,Asian
2091,Black
2092,Black
2094,Indian
2095,Hispanic
2096,Black
2097,Asian
2098,Asian
2100,Hispanic
2101,Hispanic
2102,White
2104,Asian
2105,Black
2106,Asian
2107,Hispanic
2108,Asian
2109,White
2110,Asian
2111,Hispanic
2112,Black
2113,Black
2114,Asian
2115,Asian
2116,Hispanic
2117,Hispanic
2118,Indian
2119,Black
2120,Hispanic
2121,Asian
2122,Black
2123,Black
2124,Asian
2125,Asian
2126,Hispanic
2127,Asian
2128,Asian
2130,Black
2131,Hispanic
2132,Black
2133,Black
2134,Asian
2135,Hispanic
2136,Black
2137,Black
2138,Hispanic
2139,Asian
2140,Black
2142,Asian
2143,Black
2144,Black
2145,Hispanic
2146,White
2147,Indian
2148,Asian
2149,Indian
2150,Asian
2151,Asian
2152,Black
2153,Hispanic
2154,Asian
2155,Asian
2156,Hispanic
2157,Black
2158,Hispanic
2159,Hispanic
2160,Hispanic
2161,Asian
2162,Asian
2163,Indian
2164,Asian
2165,Asian
2166,Black
2167,Asian
2168,Hispanic
2169,Asian
2170,Asian
2172,Asian
2173,Hispanic
2174,White
2175,Hispanic
2176,Asian
2177,White
2178,Hispanic
2179,Hispanic
2180,Black
2181,Asian
2182,Asian
2183,Asian
2184,Hispanic
2185,Hispanic
2186,Black
2187,Asian
2189,Asian
2190,Hispanic
2191,Asian
2193,Black
2194,Asian
2195,Asian
2196,Hispanic
2197,Asian
2198,Asian
2200,Black
2201,Black
2202,Hispanic
2203,Asian
2204,Asian
2205,Black
2206,White
2207,Hispanic
2208,Black
2209,Hispanic
2210,Asian
2211,Black
2212,Black
2213,Black
2214,Hispanic
2216,White
2217,Hispanic
2218,Black
2219,Hispanic
2220,Asian
2221,Indian
2222,Black
2223,Asian
2224,Black
2225,Asian
2226,Black
2227,Hispanic
2228,Hispanic
2229,Black
2230,Asian
2231,Hispanic
2232,Hispanic
2234,Black
2235,White
2236,White
2237,White
2238,Black
2239,Indian
2240,Asian
2241,Black
2242,Hispanic
2243,Asian
2244,Black
2245,Black
2246,Hispanic
2247,Asian
2248,Asian
2249,Hispanic
2250,Asian
2251,Asian
2252,Asian
2254,Black
2255,Hispanic
2256,Asian
2257,Black
2258,White
2259,Asian
2260,Black
2261,Hispanic
2262,Asian
2263,Black
2264,Black
2265,Black
2266,Asian
2267,Hispanic
2268,Hispanic
2269,Indian
2270,Asian
2272,Hispanic
2273,Black
2274,Hispanic
2275,Asian
2276,Black
2277,Hispanic
2278,Hispanic
2279,Asian
2280,Asian
2281,Asian
2282,Asian
2283,Asian
2284,Asian
2285,Asian
2286,Asian
2287,Asian
2288,Black
2290,Black
2291,Hispanic
2292,White
2294,Asian
2296,Asian
2297,Asian
2298,Asian
2299,White
2300,Black
2301,Black
2302,Asian
2303,Indian
2304,Asian
2305,Asian
2308,Hispanic
2309,Black
2310,Asian
2311,White
2312,Asian
2313,Asian
2314,Hispanic
2315,Asian
2316,Asian
2317,Hispanic
2318,Hispanic
2319,Asian
2321,Indian
2322,White
2324,Asian
2325,White
2326,Black
2327,Asian
2328,Hispanic
2329,Asian
2330,Hispanic
2331,Asian
2332,Asian
2333,Black
2334,White
2335,Indian
2336,Black
2337,Asian
2338,Hispanic
2339,Black
2340,Black
2341,Black
2343,Asian
2344,Indian
2345,Indian
2346,Hispanic
2347,Asian
2348,Black
2349,Asian
2350,Hispanic
2351,Asian
2352,Asian
2353,Black
2356,Black
2357,Black
2358,Indian
2359,Asian
2360,Asian
2361,Indian
2362,Black
2363,Hispanic
2364,Black
2365,Black
2366,Asian
2367,Asian
2368,Black
2369,Asian
2370,Hispanic
2371,Black
2372,Black
2373,Indian
2374,Asian
2375,Asian
2376,Asian
2377,Black
2379,Indian
2380,Asian
2381,Asian
2382,Black
2383,Asian
2386,Black
2387,Black
2388,Asian
2389,Black
2390,Hispanic
2391,Asian
2392,Asian
2393,Black
2394,White
2395,Hispanic
2396,Black
2397,Black
2398,Asian
2399,Black
2400,Hispanic
2401,Hispanic
2402,Black
2403,Black
2404,Black
2405,Asian
2406,Hispanic
2407,White
2408,Asian
2409,Asian
2410,Asian
2411,Asian
2412,Black
2413,Indian
2414,Asian
2415,Asian
2416,Asian
2418,Asian
2420,Asian
2422,Hispanic
2423,Hispanic
2424,Hispanic
2425,Asian
2426,Hispanic
2427,Hispanic
2428,Asian
2429,Asian
2430,Indian
2431,Black
2432,Asian
2433,Black
2434,Black
2435,Asian
2436,Indian
2437,Black
2438,Asian
2439,Hispanic
2440,Asian
2441,White
2442,Asian
2443,Asian
2444,Hispanic
2446,Hispanic
2447,Asian
2448,Black
2449,Hispanic
2450,Indian
2451,Hispanic
2452,Asian
2453,Asian
2454,Black
2455,Asian
2456,Asian
2457,Asian
2458,Black
2460,Asian
